id,postcode,name,incidents,x,y
2129,6029,Cannes,1,"6,966","43,548"
2130,2405,Landouzy-la-Ville,1,"4,089","49,863"
2131,92007,Bagneux,1,"2,318","48,8"
2132,44109,Nantes,1,"-1,553","47,234"
2133,28134,Dreux,1,"1,382","48,72"
2134,75116,Paris 16e Arrondissement,1,"2,234","48,868"
2135,92036,Gennevilliers,1,"2,293","48,941"
2136,93039,L'Île-Saint-Denis,1,"2,339","48,936"
2137,72181,Le Mans,1,"0,224","47,995"
2138,60575,Sainte-Geneviève,1,"2,196","49,294"
2139,75118,Paris 18e Arrondissement,1,"2,33","48,9"
2140,75103,Paris 3e Arrondissement,1,"2,368","48,858"
2141,62851,Vieille-Chapelle,1,"2,703","50,591"
2142,88304,Mirecourt,1,"6,134","48,305"
2143,29042,Crozon,1,"-4,55","48,292"
2144,93053,Noisy-le-Sec,1,"2,471","48,893"
2145,6157,Vence,1,"7,11","43,721"
2146,94038,L'Haÿ-les-Roses,1,"2,34","48,776"
2147,54174,Écrouves,1,"5,872","48,671"
2148,91027,Athis-Mons,1,"2,373","48,714"
2149,29015,Bourg-Blanc,1,"-4,501","48,49"
2150,91228,Évry-Courcouronnes,1,"2,427","48,625"
2151,80561,Montdidier,1,"2,575","49,648"
2152,56098,Lanester,1,"-3,326","47,759"
2153,19138,Meyssac,4,"1,672","45,033"
2154,72154,La Flèche,1,"-0,072","47,701"
2155,54328,Ludres,1,"6,176","48,616"
2156,75120,Paris 20e Arrondissement,1,"2,413","48,872"
2157,61168,La Ferté Macé,1,"-0,365","48,586"
2158,83054,La Farlède,1,"6,043","43,152"
2159,93059,Pierrefitte-sur-Seine,1,"2,365","48,95"
2160,35238,Rennes,1,"-1,658","48,097"
2161,37141,Luzillé,1,"1,046","47,288"
2162,78440,Les Mureaux,1,"1,912","48,984"
2163,91161,Chilly-Mazarin,1,"2,316","48,691"
2164,37261,Tours,1,"0,668","47,384"
2165,94016,Cachan,1,"2,329","48,786"
2166,59527,Saint-André-lez-Lille,1,"3,05","50,661"
2167,91064,Bièvres,1,"2,21","48,756"
2168,92044,Levallois-Perret,1,"2,278","48,896"
2169,54357,Maxéville,1,"6,168","48,713"
2170,92046,Malakoff,2,"2,305","48,821"
2171,33318,Pessac,1,"-0,614","44,793"
2172,59599,Tourcoing,1,"3,159","50,721"
2173,59328,Lambersart,1,"3,032","50,641"
2174,13204,Marseille 4e Arrondissement,2,"5,401","43,303"
2175,91521,Ris-Orangis,2,"2,404","48,646"
2176,75105,Paris 5e Arrondissement,1,"2,337","48,841"
2177,40283,Saint-Vincent-de-Paul,1,"-1,005","43,758"
2178,61145,Domfront en Poiraie,1,"-0,65","48,589"
2179,91161,Chilly-Mazarin,2,"2,308","48,712"
2180,6069,Grasse,1,"6,923","43,668"
2181,92064,Saint-Cloud,2,"2,208","48,842"
2182,85273,Saint-Urbain,2,"-1,975","46,889"
2183,76351,Le Havre,1,"0,148","49,512"
2184,59355,Lille,1,"2,974","50,645"
2185,92064,Saint-Cloud,1,"2,212","48,859"
2186,72181,Le Mans,1,"0,183","48,015"
2187,35210,Pacé,1,"-1,779","48,143"
2188,49246,Les Ponts-de-Cé,1,"-0,511","47,444"
2189,50129,Cherbourg-en-Cotentin,1,"-1,715","49,65"
2190,93059,Pierrefitte-sur-Seine,1,"2,366","48,971"
2191,91223,Étampes,1,"2,139","48,423"
2192,29245,Saint-Divy,2,"-4,352","48,461"
2193,62186,Bully-les-Mines,1,"2,704","50,448"
2194,49307,Loire-Authion,1,"-0,408","47,463"
2195,69297,Ternay,1,"4,813","45,621"
2196,89024,Auxerre,1,"3,568","47,792"
2197,42275,Saint-Priest-en-Jarez,1,"4,375","45,466"
2198,63003,Ambert,2,"3,741","45,578"
2199,84092,Le Pontet,2,"4,858","43,964"
2200,68156,Issenheim,1,"7,231","47,897"
2201,7019,Aubenas,2,"4,39","44,61"
2202,71150,Crêches-sur-Saône,1,"4,784","46,25"
2203,93062,Le Raincy,1,"2,517","48,899"
2204,25056,Besançon,1,"5,966","47,218"
2205,19061,Cornil,1,"1,68","45,207"
2206,86261,Sèvres-Anxaumont,2,"0,483","46,56"
2207,49015,Avrillé,1,"-0,592","47,502"
2208,56098,Lanester,1,"-3,347","47,762"
2209,52448,Saint-Dizier,1,"4,949","48,641"
2210,77013,Aulnoy,1,"3,088","48,844"
2211,84080,Monteux,1,"4,998","44,034"
2212,13005,Aubagne,2,"5,568","43,289"
2213,10362,Sainte-Savine,1,"4,024","48,302"
2214,13208,Marseille 8e Arrondissement,1,"5,397","43,262"
2215,92062,Puteaux,1,"2,244","48,877"
2216,38064,Cessieu,3,"5,404","45,56"
2217,37261,Tours,1,"0,706","47,423"
2218,75115,Paris 15e Arrondissement,1,"2,294","48,836"
2219,33318,Pessac,1,"-0,627","44,809"
2220,11291,Plavilla,1,"1,908","43,158"
2221,93064,Rosny-sous-Bois,1,"2,487","48,866"
2222,94038,L'Haÿ-les-Roses,2,"2,344","48,778"
2223,75116,Paris 16e Arrondissement,1,"2,264","48,848"
2224,80021,Amiens,1,"2,318","49,907"
2225,87085,Limoges,1,"1,292","45,864"
2226,76707,Tourville-sur-Arques,4,"1,11","49,863"
2227,33550,Villenave-d'Ornon,1,"-0,556","44,773"
2228,75108,Paris 8e Arrondissement,1,"2,318","48,876"
2229,27498,Rouge-Perriers,1,"0,834","49,147"
2230,93030,Dugny,1,"2,415","48,952"
2231,94076,Villejuif,1,"2,362","48,794"
2232,69383,Lyon 3e Arrondissement,1,"4,845","45,763"
2233,56098,Lanester,1,"-3,353","47,769"
2234,50129,Cherbourg-en-Cotentin,1,"-1,59","49,636"
2235,72181,Le Mans,1,"0,184","48,021"
2236,38423,Saint-Martin-le-Vinoux,1,"5,706","45,209"
2237,6030,Le Cannet,4,"7,015","43,566"
2238,92040,Issy-les-Moulineaux,1,"2,28","48,83"
2239,35238,Rennes,1,"-1,678","48,108"
2240,94078,Villeneuve-Saint-Georges,1,"2,446","48,728"
2241,2B033,Bastia,1,"9,448","42,689"
2242,49007,Angers,1,"-0,546","47,489"
2243,35238,Rennes,1,"-1,709","48,124"
2244,77186,Fontainebleau,1,"2,673","48,418"
2245,95203,Eaubonne,1,"2,279","48,991"
2246,91228,Évry-Courcouronnes,1,"2,452","48,63"
2247,17306,Royan,1,"-1,029","45,635"
2248,93007,Le Blanc-Mesnil,1,"2,481","48,928"
2249,10387,Troyes,1,"4,068","48,303"
2250,13005,Aubagne,1,"5,588","43,286"
2251,79002,Adilly,4,"-0,303","46,694"
2252,62523,Loison-sous-Lens,1,"2,857","50,444"
2253,77243,Lagny-sur-Marne,2,"2,7","48,868"
2254,93070,Saint-Ouen-sur-Seine,1,"2,339","48,902"
2255,80489,Longueau,1,"2,36","49,869"
2256,92073,Suresnes,2,"2,229","48,872"
2257,75108,Paris 8e Arrondissement,1,"2,326","48,883"
2258,95205,Écouen,1,"2,384","49,021"
2259,85191,La Roche-sur-Yon,1,"-1,438","46,651"
2260,29232,Quimper,1,"-4,099","47,988"
2261,67253,Kuttolsheim,1,"7,528","48,647"
2262,45234,Orléans,1,"1,9","47,88"
2263,91657,Vigneux-sur-Seine,2,"2,414","48,705"
2264,94018,Charenton-le-Pont,1,"2,413","48,821"
2265,77186,Fontainebleau,1,"2,698","48,412"
2266,14715,Trouville-sur-Mer,1,"0,098","49,378"
2267,84087,Orange,1,"4,82","44,115"
2268,75103,Paris 3e Arrondissement,2,"2,368","48,859"
2269,92012,Boulogne-Billancourt,1,"2,253","48,832"
2270,94071,Sucy-en-Brie,1,"2,508","48,774"
2271,76743,Villers-Écalles,1,"0,937","49,526"
2272,76351,Le Havre,1,"0,117","49,513"
2273,75111,Paris 11e Arrondissement,1,"2,368","48,865"
2274,75119,Paris 19e Arrondissement,2,"2,395","48,875"
2275,29148,Mespaul,2,"-4,075","48,619"
2276,6029,Cannes,1,"7,003","43,566"
2277,75117,Paris 17e Arrondissement,1,"2,319","48,897"
2278,25462,Pontarlier,1,"6,358","46,9"
2279,75114,Paris 14e Arrondissement,2,"2,332","48,835"
2280,61345,Rémalard en Perche,1,"0,821","48,418"
2281,13211,Marseille 11e Arrondissement,1,"5,436","43,289"
2282,14118,Caen,1,"-0,358","49,163"
2283,91363,Marcoussis,1,"2,192","48,646"
2284,29232,Quimper,1,"-4,121","47,98"
2285,35238,Rennes,1,"-1,709","48,124"
2286,14715,Trouville-sur-Mer,1,"0,086","49,361"
2287,13215,Marseille 15e Arrondissement,1,"5,355","43,379"
2288,49007,Angers,1,"-0,545","47,451"
2289,15138,Murat,1,"2,859","45,115"
2290,91174,Corbeil-Essonnes,1,"2,461","48,611"
2291,33397,Sainte-Eulalie,1,"-0,474","44,923"
2292,95212,Épiais-lès-Louvres,1,"2,538","49,029"
2293,92048,Meudon,1,"2,231","48,819"
2294,75114,Paris 14e Arrondissement,1,"2,316","48,823"
2295,59346,Lezennes,1,"3,116","50,618"
2296,55324,Marville,1,"5,445","49,457"
2297,29019,Brest,2,"-4,484","48,404"
2298,54257,Heillecourt,1,"6,198","48,654"
2299,94028,Créteil,2,"2,456","48,798"
2300,35125,La Guerche-de-Bretagne,1,"-1,233","47,942"
2301,94073,Thiais,1,"2,406","48,752"
2302,75120,Paris 20e Arrondissement,1,"2,406","48,865"
2303,37261,Tours,1,"0,685","47,392"
2304,66136,Perpignan,2,"2,901","42,694"
2305,67300,Molsheim,1,"7,501","48,537"
2306,13001,Aix-en-Provence,1,"5,43","43,525"
2307,91249,Forges-les-Bains,3,"2,083","48,605"
2308,13206,Marseille 6e Arrondissement,1,"5,383","43,291"
2309,69382,Lyon 2e Arrondissement,1,"4,822","45,738"
2310,93010,Bondy,1,"2,477","48,918"
2311,6027,Cagnes-sur-Mer,4,"7,154","43,652"
2312,49214,Montreuil-Juigné,1,"-0,611","47,521"
2313,92024,Clichy,1,"2,319","48,904"
2314,33249,Lormont,1,"-0,509","44,878"
2315,93005,Aulnay-sous-Bois,1,"2,485","48,959"
2316,75101,Paris 1er Arrondissement,1,"2,332","48,864"
2317,75105,Paris 5e Arrondissement,1,"2,343","48,851"
2318,64038,Arcangues,1,"-1,53","43,454"
2319,44178,Saint-Mars-de-Coutais,2,"-1,738","47,101"
2320,75119,Paris 19e Arrondissement,1,"2,37","48,883"
2321,61181,Gacé,2,"0,318","48,783"
2322,92012,Boulogne-Billancourt,1,"2,242","48,831"
2323,75111,Paris 11e Arrondissement,1,"2,377","48,871"
2324,36026,Brion,2,"1,737","46,91"
2325,26305,Saint-Gervais-sur-Roubion,1,"4,877","44,575"
2326,92002,Antony,1,"2,302","48,739"
2327,34301,Sète,1,"3,692","43,412"
2328,75119,Paris 19e Arrondissement,1,"2,368","48,89"
2329,44192,Saint-Viaud,2,"-2,015","47,251"
2330,55288,Lérouville,1,"5,562","48,784"
2331,76259,Fécamp,1,"0,41","49,752"
2332,93064,Rosny-sous-Bois,1,"2,492","48,868"
2333,13206,Marseille 6e Arrondissement,3,"5,385","43,284"
2334,72181,Le Mans,2,"0,208","47,998"
2335,75114,Paris 14e Arrondissement,1,"2,33","48,819"
2336,69387,Lyon 7e Arrondissement,1,"4,846","45,744"
2337,75114,Paris 14e Arrondissement,1,"2,305","48,824"
2338,71525,Sologny,3,"4,665","46,387"
2339,76351,Le Havre,1,"0,175","49,525"
2340,10220,Maizières-la-Grande-Paroisse,2,"3,796","48,501"
2341,95277,Gonesse,1,"2,483","48,971"
2342,54028,Auboué,1,"5,967","49,217"
2343,83069,Hyères,1,"6,114","43,115"
2344,68066,Colmar,1,"7,355","48,093"
2345,64545,Urrugne,2,"-1,711","43,358"
2346,13213,Marseille 13e Arrondissement,1,"5,418","43,322"
2347,61466,La Selle-la-Forge,2,"-0,499","48,75"
2348,94003,Arcueil,1,"2,341","48,808"
2349,47001,Agen,1,"0,629","44,205"
2350,94034,Fresnes,1,"2,319","48,761"
2351,67108,Duppigheim,3,"7,61","48,525"
2352,75119,Paris 19e Arrondissement,1,"2,378","48,899"
2353,94073,Thiais,1,"2,389","48,771"
2354,92050,Nanterre,1,"2,2","48,9"
2355,22278,Saint-Brieuc,1,"-2,793","48,515"
2356,94022,Choisy-le-Roi,1,"2,407","48,765"
2357,93031,Épinay-sur-Seine,1,"2,316","48,953"
2358,49246,Les Ponts-de-Cé,1,"-0,527","47,444"
2359,60057,Beauvais,1,"2,098","49,435"
2360,2A004,Ajaccio,1,"8,765","41,947"
2361,49007,Angers,1,"-0,534","47,478"
2362,17461,Vaux-sur-Mer,1,"-1,048","45,649"
2363,73257,Les Belleville,1,"6,551","45,458"
2364,69290,Saint-Priest,2,"4,919","45,696"
2365,26198,Montélimar,1,"4,734","44,556"
2366,4112,Manosque,1,"5,798","43,821"
2367,66136,Perpignan,1,"2,885","42,69"
2368,35288,Saint-Malo,1,"-1,983","48,663"
2369,94043,Le Kremlin-Bicêtre,1,"2,345","48,805"
2370,75109,Paris 9e Arrondissement,1,"2,34","48,879"
2371,49007,Angers,1,"-0,536","47,459"
2372,71263,Louhans,1,"5,217","46,634"
2373,56121,Lorient,2,"-3,385","47,744"
2374,94076,Villejuif,1,"2,345","48,793"
2375,94068,Saint-Maur-des-Fossés,1,"2,484","48,801"
2376,51454,Reims,1,"4,017","49,226"
2377,83107,Roquebrune-sur-Argens,3,"6,646","43,462"
2378,27701,Val-de-Reuil,1,"1,206","49,271"
2379,93066,Saint-Denis,1,"2,351","48,923"
2380,64102,Bayonne,1,"-1,438","43,513"
2381,17310,Saint-André-de-Lidon,1,"-0,737","45,568"
2382,83137,Toulon,1,"5,947","43,12"
2383,75103,Paris 3e Arrondissement,1,"2,364","48,857"
2384,94022,Choisy-le-Roi,1,"2,407","48,767"
2385,69029,Bron,1,"4,912","45,736"
2386,69264,Villefranche-sur-Saône,1,"4,739","45,998"
2387,94018,Charenton-le-Pont,1,"2,399","48,821"
2388,83010,Bargème,1,"6,561","43,737"
2389,83061,Fréjus,1,"6,779","43,494"
2390,92048,Meudon,1,"2,24","48,808"
2391,95018,Argenteuil,1,"2,272","48,96"
2392,77333,Nemours,1,"2,696","48,265"
2393,95277,Gonesse,1,"2,453","48,963"
2394,62869,Wailly,2,"2,718","50,26"
2395,50273,Montsenelle,1,"-1,428","49,305"
2396,94017,Champigny-sur-Marne,1,"2,513","48,813"
2397,31555,Toulouse,1,"1,413","43,558"
2398,75102,Paris 2e Arrondissement,1,"2,351","48,864"
2399,75119,Paris 19e Arrondissement,1,"2,375","48,882"
2400,44143,Rezé,1,"-1,552","47,167"
2401,13204,Marseille 4e Arrondissement,1,"5,397","43,314"
2402,59271,Grande-Synthe,2,"2,314","51,016"
2403,91553,Saint-Germain-lès-Corbeil,1,"2,504","48,631"
2404,35238,Rennes,1,"-1,675","48,082"
2405,17347,Saint-Jean-d'Angély,1,"-0,518","45,946"
2406,38111,Claix,1,"5,672","45,125"
2407,33318,Pessac,1,"-0,673","44,791"
2408,67482,Strasbourg,1,"7,755","48,592"
2409,63113,Clermont-Ferrand,1,"3,11","45,781"
2410,44184,Saint-Nazaire,1,"-2,257","47,294"
2411,85153,Mouchamps,2,"-1,027","46,783"
2412,74010,Annecy,1,"6,127","45,903"
2413,9070,Les Cabannes,5,"1,696","42,777"
2414,33487,Saint-Vincent-de-Paul,1,"-0,456","44,954"
2415,49278,Sainte-Gemmes-sur-Loire,1,"-0,552","47,444"
2416,42265,Saint-Michel-sur-Rhône,1,"4,728","45,439"
2417,76231,Elbeuf,2,"1,01","49,291"
2418,77440,Sammeron,1,"3,081","48,948"
2419,51454,Reims,1,"4,016","49,263"
2420,94068,Saint-Maur-des-Fossés,1,"2,486","48,789"
2421,69264,Villefranche-sur-Saône,1,"4,72","45,984"
2422,69383,Lyon 3e Arrondissement,1,"4,884","45,749"
2423,75116,Paris 16e Arrondissement,1,"2,274","48,869"
2424,92012,Boulogne-Billancourt,1,"2,248","48,846"
2425,75109,Paris 9e Arrondissement,1,"2,34","48,874"
2426,92049,Montrouge,1,"2,307","48,817"
2427,38374,Saint-Chef,1,"5,338","45,642"
2428,35238,Rennes,1,"-1,667","48,088"
2429,75116,Paris 16e Arrondissement,1,"2,26","48,843"
2430,47201,Le Passage,1,"0,61","44,168"
2431,13208,Marseille 8e Arrondissement,1,"5,378","43,252"
2432,87085,Limoges,1,"1,264","45,831"
2433,75115,Paris 15e Arrondissement,1,"2,296","48,844"
2434,93007,Le Blanc-Mesnil,1,"2,472","48,927"
2435,33005,Andernos-les-Bains,1,"-1,087","44,732"
2436,59508,Roncq,1,"3,132","50,739"
2437,92048,Meudon,1,"2,235","48,819"
2438,1014,Arbent,2,"5,669","46,284"
2439,93006,Bagnolet,1,"2,414","48,864"
2440,14055,Beaumont-en-Auge,1,"0,09","49,259"
2441,27229,Évreux,1,"1,144","49,017"
2442,94052,Nogent-sur-Marne,1,"2,49","48,846"
2443,75115,Paris 15e Arrondissement,1,"2,3","48,848"
2444,75112,Paris 12e Arrondissement,1,"2,383","48,834"
2445,56078,Guidel,1,"-3,46","47,809"
2446,22277,Saint-Brandan,1,"-2,88","48,375"
2447,15157,Quézac,1,"2,194","44,748"
2448,92012,Boulogne-Billancourt,1,"2,24","48,84"
2449,67152,Geispolsheim,1,"7,663","48,525"
2450,92064,Saint-Cloud,1,"2,218","48,845"
2451,22278,Saint-Brieuc,1,"-2,741","48,501"
2452,92035,La Garenne-Colombes,1,"2,248","48,907"
2453,69275,Décines-Charpieu,2,"4,971","45,772"
2454,13214,Marseille 14e Arrondissement,1,"5,385","43,335"
2455,59206,Escaudœuvres,1,"3,268","50,195"
2456,44109,Nantes,1,"-1,541","47,213"
2457,59350,Lille,1,"3,052","50,632"
2458,58278,Sermoise-sur-Loire,1,"3,175","46,967"
2459,13204,Marseille 4e Arrondissement,2,"5,392","43,315"
2460,17300,La Rochelle,1,"-1,121","46,161"
2461,19031,Brive-la-Gaillarde,1,"1,524","45,158"
2462,69389,Lyon 9e Arrondissement,1,"4,802","45,764"
2463,29232,Quimper,1,"-4,023","47,978"
2464,33162,Eysines,1,"-0,649","44,867"
2465,95675,Villeron,1,"2,534","49,059"
2466,75101,Paris 1er Arrondissement,1,"2,347","48,864"
2467,44109,Nantes,1,"-1,517","47,252"
2468,94068,Saint-Maur-des-Fossés,2,"2,48","48,813"
2469,42092,L'Étrat,1,"4,379","45,485"
2470,87085,Limoges,1,"1,233","45,833"
2471,26295,Saint-Barthélemy-de-Vals,4,"4,857","45,177"
2472,74281,Thonon-les-Bains,1,"6,498","46,381"
2473,14475,Val d'Arry,1,"-0,553","49,105"
2474,10387,Troyes,2,"4,055","48,307"
2475,94038,L'Haÿ-les-Roses,1,"2,339","48,78"
2476,69165,Régnié-Durette,2,"4,642","46,135"
2477,34052,Capestang,2,"3,032","43,311"
2478,13210,Marseille 10e Arrondissement,1,"5,4","43,282"
2479,40224,Peyrehorade,1,"-1,114","43,547"
2480,44084,Le Loroux-Bottereau,1,"-1,347","47,241"
2481,37122,Joué-lès-Tours,1,"0,653","47,338"
2482,71540,Torcy,1,"4,465","46,759"
2483,95197,Deuil-la-Barre,1,"2,333","48,975"
2484,75114,Paris 14e Arrondissement,1,"2,323","48,839"
2485,44109,Nantes,1,"-1,553","47,227"
2486,60616,Sérifontaine,2,"1,771","49,349"
2487,18205,Saint-Doulchard,1,"2,39","47,105"
2488,35012,Bain-de-Bretagne,3,"-1,627","47,816"
2489,44082,Ligné,1,"-1,365","47,386"
2490,60491,Pierrefonds,1,"2,992","49,334"
2491,75116,Paris 16e Arrondissement,1,"2,289","48,866"
2492,35281,Saint-Jacques-de-la-Lande,1,"-1,736","48,075"
2493,64284,Jurançon,1,"-0,387","43,293"
2494,75116,Paris 16e Arrondissement,1,"2,255","48,837"
2495,69256,Vaulx-en-Velin,1,"4,929","45,748"
2496,78416,Montalet-le-Bois,2,"1,829","49,048"
2497,86221,Saint-Genest-d'Ambière,1,"0,344","46,806"
2498,25056,Besançon,1,"5,974","47,222"
2499,45208,Montargis,1,"2,727","47,995"
2500,17306,Royan,1,"-1,023","45,625"
2501,42338,Vougy,2,"4,119","46,073"
2502,31555,Toulouse,1,"1,437","43,615"
2503,7288,Saint-Priest,1,"4,535","44,721"
2504,13201,Marseille 1er Arrondissement,1,"5,385","43,297"
2505,19272,Tulle,1,"1,776","45,272"
2506,92051,Neuilly-sur-Seine,1,"2,268","48,894"
2507,25056,Besançon,1,"5,972","47,232"
2508,34172,Montpellier,1,"3,877","43,626"
2509,4245,Volx,1,"5,843","43,868"
2510,51531,Sermaize-les-Bains,1,"4,902","48,772"
2511,75112,Paris 12e Arrondissement,1,"2,379","48,85"
2512,44109,Nantes,1,"-1,531","47,24"
2513,73094,Crest-Voland,2,"6,488","45,793"
2514,10387,Troyes,1,"4,078","48,276"
2515,59043,Bailleul,1,"2,703","50,722"
2516,75113,Paris 13e Arrondissement,1,"2,359","48,816"
2517,13213,Marseille 13e Arrondissement,1,"5,42","43,335"
2518,17415,Saintes,1,"-0,621","45,74"
2519,14119,Cagny,1,"-0,252","49,146"
2520,6029,Cannes,1,"6,963","43,56"
2521,14453,Mosles,1,"-0,799","49,305"
2522,77350,Ozoir-la-Ferrière,2,"2,678","48,759"
2523,69383,Lyon 3e Arrondissement,1,"4,874","45,746"
2524,22158,Guerlédan,1,"-2,966","48,203"
2525,59527,Saint-André-lez-Lille,1,"3,05","50,666"
2526,35051,Cesson-Sévigné,2,"-1,614","48,131"
2527,92051,Neuilly-sur-Seine,1,"2,275","48,891"
2528,76302,Goderville,1,"0,365","49,649"
2529,57227,Forbach,1,"6,907","49,185"
2530,76638,Saint-Pierre-en-Val,2,"1,436","49,996"
2531,68323,Steinbrunn-le-Bas,1,"7,37","47,681"
2532,75107,Paris 7e Arrondissement,1,"2,322","48,849"
2533,13213,Marseille 13e Arrondissement,1,"5,41","43,321"
2534,47032,Bon-Encontre,1,"0,674","44,186"
2535,54547,Vandœuvre-lès-Nancy,1,"6,194","48,672"
2536,34023,Balaruc-les-Bains,1,"3,707","43,45"
2537,13047,Istres,2,"4,981","43,497"
2538,47001,Agen,1,"0,613","44,206"
2539,69383,Lyon 3e Arrondissement,3,"4,846","45,756"
2540,17306,Royan,1,"-1,016","45,628"
2541,2443,Lucy-le-Bocage,3,"3,285","49,043"
2542,2A004,Ajaccio,1,"8,754","41,938"
2543,35238,Rennes,1,"-1,687","48,111"
2544,29051,Ergué-Gabéric,1,"-4,022","48,028"
2545,51058,Bezannes,1,"3,998","49,218"
2546,32462,Vic-Fezensac,1,"0,302","43,77"
2547,75119,Paris 19e Arrondissement,1,"2,382","48,886"
2548,13102,Saint-Victoret,1,"5,229","43,421"
2549,62457,Houdain,1,"2,541","50,464"
2550,68135,Hésingue,1,"7,511","47,569"
2551,44184,Saint-Nazaire,1,"-2,208","47,279"
2552,75113,Paris 13e Arrondissement,1,"2,361","48,816"
2553,75104,Paris 4e Arrondissement,1,"2,361","48,851"
2554,34028,Bédarieux,1,"3,154","43,621"
2555,33249,Lormont,1,"-0,51","44,885"
2556,1033,Valserhône,1,"5,813","46,123"
2557,87085,Limoges,1,"1,238","45,846"
2558,5061,Gap,1,"6,079","44,555"
2559,91064,Bièvres,1,"2,23","48,766"
2560,17452,La Tremblade,1,"-1,142","45,771"
2561,56260,Vannes,1,"-2,746","47,667"
2562,10387,Troyes,1,"4,079","48,298"
2563,33397,Sainte-Eulalie,2,"-0,487","44,911"
2564,79191,Niort,1,"-0,486","46,344"
2565,75113,Paris 13e Arrondissement,1,"2,368","48,842"
2566,70550,Vesoul,1,"6,153","47,616"
2567,92064,Saint-Cloud,1,"2,216","48,853"
2568,66180,Saint-Laurent-de-la-Salanque,1,"2,993","42,774"
2569,92025,Colombes,1,"2,255","48,923"
2570,75112,Paris 12e Arrondissement,1,"2,381","48,847"
2571,69386,Lyon 6e Arrondissement,1,"4,859","45,768"
2572,44184,Saint-Nazaire,1,"-2,228","47,269"
2573,33281,Mérignac,1,"-0,646","44,856"
2574,75113,Paris 13e Arrondissement,1,"2,347","48,826"
2575,13005,Aubagne,1,"5,549","43,283"
2576,75115,Paris 15e Arrondissement,1,"2,285","48,847"
2577,69282,Meyzieu,3,"4,99","45,761"
2578,92012,Boulogne-Billancourt,1,"2,245","48,834"
2579,92020,Châtillon,1,"2,293","48,807"
2580,69100,Irigny,2,"4,828","45,693"
2581,78498,Poissy,1,"2,038","48,926"
2582,69266,Villeurbanne,1,"4,895","45,779"
2583,34341,Villeveyrac,1,"3,61","43,485"
2584,75119,Paris 19e Arrondissement,1,"2,377","48,9"
2585,68107,Gommersdorf,1,"7,138","47,646"
2586,35238,Rennes,1,"-1,68","48,111"
2587,75118,Paris 18e Arrondissement,1,"2,332","48,898"
2588,56260,Vannes,3,"-2,763","47,646"
2589,69282,Meyzieu,1,"4,986","45,755"
2590,44109,Nantes,1,"-1,518","47,223"
2591,35115,Fougères,1,"-1,208","48,356"
2592,49099,Cholet,1,"-0,911","47,031"
2593,75108,Paris 8e Arrondissement,1,"2,303","48,871"
2594,22210,Ploubazlanec,1,"-3,037","48,792"
2595,29042,Crozon,3,"-4,484","48,256"
2596,25462,Pontarlier,1,"6,357","46,901"
2597,68016,Balgau,1,"7,499","47,93"
2598,74150,Loisin,1,"6,316","46,266"
2599,93007,Le Blanc-Mesnil,1,"2,444","48,948"
2600,57672,Thionville,1,"6,187","49,39"
2601,51592,Vandières,1,"3,74","49,101"
2602,13001,Aix-en-Provence,1,"5,469","43,563"
2603,32334,Pujaudran,1,"1,176","43,586"
2604,38337,Rives,2,"5,487","45,366"
2605,69388,Lyon 8e Arrondissement,1,"4,888","45,74"
2606,78350,Louveciennes,1,"2,109","48,848"
2607,13212,Marseille 12e Arrondissement,1,"5,424","43,313"
2608,62119,Béthune,2,"2,641","50,519"
2609,33063,Bordeaux,1,"-0,554","44,86"
2610,91553,Saint-Germain-lès-Corbeil,1,"2,505","48,631"
2611,29019,Brest,2,"-4,49","48,407"
2612,92023,Clamart,2,"2,238","48,785"
2613,47001,Agen,1,"0,621","44,207"
2614,51454,Reims,1,"4,062","49,247"
2615,73050,Bourdeau,1,"5,851","45,679"
2616,27426,Neaufles-Saint-Martin,2,"1,743","49,282"
2617,6069,Grasse,1,"6,919","43,649"
2618,69264,Villefranche-sur-Saône,2,"4,728","45,989"
2619,50129,Cherbourg-en-Cotentin,1,"-1,58","49,653"
2620,13103,Salon-de-Provence,3,"5,025","43,641"
2621,59350,Lille,1,"3,004","50,63"
2622,1173,Gex,2,"6,057","46,332"
2623,9261,Saint-Girons,1,"1,144","42,98"
2624,2B033,Bastia,1,"9,444","42,68"
2625,53216,Saint-Fraimbault-de-Prières,1,"-0,581","48,35"
2626,13039,Fos-sur-Mer,2,"4,97","43,427"
2627,7010,Annonay,1,"4,68","45,246"
2628,92024,Clichy,1,"2,31","48,905"
2629,83023,Brignoles,1,"6,048","43,407"
2630,94019,Chennevières-sur-Marne,1,"2,545","48,799"
2631,57437,Malling,3,"6,31","49,411"
2632,56162,Ploemeur,1,"-3,428","47,732"
2633,75120,Paris 20e Arrondissement,1,"2,4","48,849"
2634,7166,Nozières,1,"4,546","45,03"
2635,88160,Épinal,2,"6,443","48,176"
2636,93072,Stains,1,"2,387","48,947"
2637,80275,Équancourt,3,"3,013","50,039"
2638,93047,Montfermeil,2,"2,552","48,898"
2639,29019,Brest,1,"-4,48","48,414"
2640,22213,Plouër-sur-Rance,3,"-2,02","48,508"
2641,31478,Saint-Félix-Lauragais,1,"1,878","43,453"
2642,93031,Épinay-sur-Seine,2,"2,332","48,948"
2643,67405,Rœschwoog,1,"8,044","48,833"
2644,93078,Villepinte,1,"2,546","48,962"
2645,63178,Issoire,1,"3,25","45,566"
2646,92012,Boulogne-Billancourt,1,"2,238","48,839"
